title,kicker,image,link,source,word_count,char_count,capitalized_words,scraped_at,id
Clarity Game Nevada completes acquisition of Stockman's Casino in Fallon,TOTAL STAKE REACHES 13 MILLION SHARES,https://imagenesyogonet.b-cdn.net/data/imagenes/2018/08/23/20641/1625245205-stockmans-casino-fallon-nevada.jpg,https://www.yogonet.com/international/news/2025/04/09/101010-clarity-game-nevada-completes-acquisition-of-stockman-39s-casino-in-fallon,yogonet.com,10,72,"['Clarity', 'Game', 'Nevada', 'Casino', 'Fallon']",2025-04-10,a71d03bf38bfa7b1715b1ba4afc7f822
SOFTSWISS Sportsbook introduces Player Chat feature to drive user engagement,TO INSTALL NEW SLOT MACHINES,https://imagenesyogonet.b-cdn.net/data/imagenes/2025/04/07/74314/1744026890-sofswiss-boosting-engagement-player-chat.jpg,https://www.yogonet.com/international/news/2025/04/08/100754-softswiss-sportsbook-introduces-player-chat-feature-to-drive-user-engagement,yogonet.com,10,76,"['Sportsbook', 'Player', 'Chat']",2025-04-10,fa1e5bc1ce68c8e3054ad7f95d668d23
BMM Testlabs to open product testing lab in São Paulo in support of Brazil's expanding gaming market,WITH THE COMPANY SINCE 2018,https://imagenesyogonet.b-cdn.net/data/imagenes/2025/04/07/74335/1744040941-bmm-test-labs-marzia-turrini-president-igaming-cybersecurity-quote-sao-paulo-brazil.jpg,https://www.yogonet.com/international/news/2025/04/08/100783-bmm-testlabs-to-open-product-testing-lab-in-sao-paulo-in-support-of-brazil-39s-expanding-gaming-market,yogonet.com,17,101,"['Testlabs', 'Paulo']",2025-04-10,c18d5e0fb48efbcc718e0ca13f233324
Thailand's deputy PM says casinos could offset trade losses from U.S. tariffs,TRUMP SETS 36% TARIFFS ON THAI EXPORTS,https://imagenesyogonet.b-cdn.net/data/imagenes/2022/07/01/47157/1656683069-vista-bangkok-tailandia-02.jpg,https://www.yogonet.com/international/news/2025/04/09/100903-thailand-39s-deputy-pm-says-casinos-could-offset-trade-losses-from-us-tariffs,yogonet.com,12,77,['U.S.'],2025-04-10,1ea7e278ee7afc29f947cd54bd6ac1f6
New Vegas Loop station opens at Encore Las Vegas,SECOND STOP ALONG THE STRIP,https://imagenesyogonet.b-cdn.net/data/imagenes/2025/04/09/74470/1744209958-boring-company-vegas-loop.jpg,https://www.yogonet.com/international/news/2025/04/09/100999-new-vegas-loop-station-opens-at-encore-las-vegas,yogonet.com,9,48,"['New', 'Vegas', 'Loop', 'Encore', 'Las', 'Vegas']",2025-04-10,a19532e99b50a53fa2cc3f14fde41325
California's Hard Rock Tejon hosts community sessions in Kern County ahead of grand opening,FIRST SESSION ON APRIL 4,https://imagenesyogonet.b-cdn.net/data/imagenes/2022/06/14/46364/1655209662-render-hard-rock-hotel-casino-tejon.jpg,https://www.yogonet.com/international/news/2025/04/08/100765-california-39s-hard-rock-tejon-hosts-community-sessions-in-kern-county-ahead-of-grand-opening,yogonet.com,14,91,"['Hard', 'Rock', 'Tejon', 'Kern', 'County']",2025-04-10,885b6f28f5059d1d4398b3fbe560a29e
"Richmond buys former casino site for $5.5 million, plans park and development",96-ACRE PROPERTY,https://imagenesyogonet.b-cdn.net/data/imagenes/2023/11/08/59434/1699449758-virginia-richmond-ballot-vote.jpg,https://www.yogonet.com/international/news/2025/04/07/100468-richmond-buys-former-casino-site-for-55-million-plans-park-and-development,yogonet.com,12,77,['Richmond'],2025-04-10,7844015a4633e5093ef8e055e27f5746
"Kentucky records $218.9M in online sports betting handle for February, up 14.3% year-over-year","DRAFTKINGS LEADS IN WAGERS, REVENUE",https://imagenesyogonet.b-cdn.net/data/imagenes/2024/08/14/66933/1723646376-draftkings-mobile-generica-03.jpg,https://www.yogonet.com/international/news/2025/04/09/100906-kentucky-records-2189m-in-online-sports-betting-handle-for-february-up-143-yearoveryear,yogonet.com,13,94,"['Kentucky', '$218.9M', 'February,']",2025-04-10,0a3d635e64691a1e4e6f689342c0fd35
"California tribes deny sports betting deal with DraftKings, FanDuel amid renewed debate",BREACH IN CLOSE DOOR DISCUSSION DRAWS BACKLASH,https://imagenesyogonet.b-cdn.net/data/imagenes/2019/06/13/26001/1625329682-apuestas-deportivas-generica-24.jpg,https://www.yogonet.com/international/news/2025/04/04/100459-california-tribes-deny-sports-betting-deal-with-draftkings-fanduel-amid-renewed-debate,yogonet.com,12,87,['California'],2025-04-10,f54e0b72ba43c0bc88735fac284c7480
Hong Kong proposes legalizing basketball betting in effort to tackle black market,ABOUT $11.5B IN ILLEGAL BETTING IN 2024,https://imagenesyogonet.b-cdn.net/data/imagenes/2018/10/31/22058/1625250901-nba-jugadores-03.jpg,https://www.yogonet.com/international/news/2025/04/04/100482-hong-kong-proposes-legalizing-basketball-betting-in-effort-to-tackle-black-market,yogonet.com,12,81,"['Hong', 'Kong']",2025-04-10,9747f83f5fcbc5670aab64cae2f8b2c2
Virginia sports betting revenue jumps 39% in February despite shorter month,STATE COLLECTS $9.3M IN TAX REVENUE,https://imagenesyogonet.b-cdn.net/data/imagenes/2023/03/16/53000/1678980947-apuestas-deportivas-generica-29.jpg,https://www.yogonet.com/international/news/2025/04/03/100343-virginia-sports-betting-revenue-jumps-39-in-february-despite-shorter-month,yogonet.com,11,75,"['Virginia', 'February']",2025-04-10,7d10bdbac52be647be149587c0cedcca
Colombia’s online gaming sector sees sharp revenue decline following new VAT on deposits,"CHRISTIAN GRAFFIGNA, DIRECTOR OF EGT ARGENTINA",https://imagenesyogonet.b-cdn.net/data/imagenes/2023/01/20/51739/1674219374-apuestas-deportivas-online-colombia-generica.jpg,https://www.yogonet.com/international/news/2025/04/09/101007-colombias-online-gaming-sector-sees-sharp-revenue-decline-following-new-vat-on-deposits,yogonet.com,13,88,[],2025-04-10,06a118e6f94e4f981c030e994d70ccf4
